,X,customer,traintest,churn,churndep,revenue,mou,recchrge,directas,overage,roam,changem,changer,dropvce,blckvce,unansvce,custcare,threeway,mourec,outcalls,incalls,peakvce,opeakvce,dropblk,callfwdv,callwait,months,uniqsubs,actvsubs,phones,models,eqpdays,age1,age2,children,credita,creditaa,prizmrur,prizmub,prizmtwn,refurb,webcap,truck,rv,occprof,occcler,occcrft,occstud,occhmkr,occret,occself,ownrent,marryun,marryyes,mailord,mailres,mailflag,travel,pcown,creditcd,retcalls,retaccpt,newcelly,newcelln,refer,incmiss,income,mcycle,setprcm,setprc,retcall
7627,7627,1025101,0,0,NA,23.92000008,574.5,10,1.237499952,25.75,0.589999974,-382.5,-10.93000031,1.333333373,6,41,0.666666687,0,110.5266647,19.33333397,10.66666698,99,56.33333206,7.333333492,0,0.333333343,20,3,2,2,1,17,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,149.9899902,0
7628,7628,1025102,0,0,NA,57.15250015,653.75,49.99000168,0.742500007,0,6.420000076,341.25,7.737500191,4,2,13.66666698,0,0,95.98000336,40.33333206,13.33333302,58,125.3333359,6,0,3,26,1,1,3,3,117,76,72,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,5,0,0,39.98999023,1
7629,7629,1025103,0,0,NA,41.28749847,364,45,0,0,0,80,1.462499976,1,3,16,0,0,65.10333252,34,17.66666603,85.66666412,19.66666603,4,0,0.333333343,22,2,2,1,1,675,32,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,7,0,1,0,0
7630,7630,1025106,0,0,NA,53.18500137,795.25,79.76499939,0.247500002,0,0.097499996,123.75,32.40499878,5,1.666666627,17.33333397,2,0,326.2099915,33.33333206,19,112,39.33333206,6.666666508,0,0.666666687,24,4,3,5,2,86,50,30,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,3,0,0,9.989997864,1
7631,7631,1025108,0,0,NA,109.7375031,984.25,33.125,0.742500007,303.25,0.995000005,-984.25,-109.7375031,9,2,44.66666794,1.333333373,1,406.8999939,44.66666794,2.333333254,126,89.33333588,11,0,0,24,1,1,6,4,369,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7632,7632,1025110,0,0,NA,67.49250031,73.5,60,0,0,0.709999979,-15.5,-1.252500057,4.666666508,0.333333343,6.333333492,1.666666627,0.333333343,18.21999931,2.666666746,0.666666687,37,7.666666508,5,0,0,20,1,1,1,1,612,58,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0
7633,7633,1025116,0,0,NA,35.02999878,87.5,35.02999878,0,0,0,39.5,-0.039999999,0.666666687,0.333333343,0,0,0,0.173333332,1,0,3.666666746,3.666666746,1,0,0,24,1,1,1,1,720,64,60,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,8,0,1,0,0
7634,7634,1025118,0,0,NA,61.92250061,349,39.99000168,1.485000014,77.5,0,-100,-28.93250084,2.666666746,0.666666687,29,1.333333373,0,39.11666489,1.666666627,1.333333373,63.33333206,9.333333015,3.333333254,0,0,20,1,1,1,1,612,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
7635,7635,1025129,0,0,NA,78.45749664,272.5,29.98999977,0.247500002,137,0,-272.5,-48.46749878,3.666666746,0.666666687,23.33333397,2.333333254,0,13.83666706,26.33333397,0.333333343,90,35,4.333333492,0,0,20,1,1,3,2,194,56,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,29.98999023,0
7636,7636,1025133,0,0,NA,44.90999985,520.75,44.90999985,0,0,0,208.25,-4.920000076,5,0,43,3,0,173.9533386,57.66666794,49,136.6666718,83.66666412,5,0,0.333333343,24,2,2,2,1,210,50,24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,149.9899902,0
7637,7637,1025134,0,0,NA,146.3150024,1910.5,129.9900055,7.425000191,126,0,-343.5,-18.40500069,8.666666985,3.666666746,38,0,0,291.8166809,62.66666794,7.333333492,366,59.33333206,12.33333302,0,10.66666698,26,2,2,2,2,435,40,36,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,59.98999023,0
7638,7638,1025136,0,0,NA,50,337.75,50,0,0,0,-4.75,0,3.666666746,0.333333343,19.66666603,0,0,80.06999969,62.66666794,20.33333397,87,81.66666412,4,0,0.666666687,22,1,1,4,3,199,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,8,0,0,79.98999023,1
7639,7639,1025141,0,0,NA,33.73749924,44.75,29.98999977,0,0,0,-15.75,-3.747499943,2.666666746,0,2.666666746,0,0,1.25,0,0,10.66666698,2.666666746,2.666666746,0,0,22,1,1,1,1,674,46,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0
7640,7640,1025145,0,0,NA,43.75999832,524.5,50.19499969,0,0,0,169.5,10.14000034,2.666666746,0.666666687,61.66666794,1.666666627,0,78.28333282,11.33333302,2,64.66666412,46.66666794,3.333333254,0,1.333333373,20,2,1,1,1,612,32,28,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0
7641,7641,1025146,0,0,NA,41.29750061,259,56.10250092,0,0.5,0,23,65.12249756,5.333333492,0,2.333333254,15.33333302,0.333333343,53.29666519,35,30.66666603,40,75.33333588,5.333333492,0,0,24,1,1,4,3,345,58,40,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,149.9899902,0
7642,7642,1025150,0,0,NA,55.81750107,622.75,56.23749924,1.980000019,25.25,0,-16.75,-17.03750038,2.666666746,5,43,4.666666508,0,102.3700027,29,4.666666508,72,67.33333588,7.666666508,0,1.333333373,22,1,1,2,2,360,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,79.98999023,0
7643,7643,1025152,0,0,NA,57.42250061,442.25,59.99000168,3.712500095,0,0.469999999,20.75,-1.212499976,1.666666627,2.333333254,24.33333397,0.666666687,0.333333343,55.84999847,22.66666603,3.333333254,103.6666641,38.66666794,4,0,0.666666687,26,1,1,2,1,518,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,79.98999023,0
7644,7644,1025156,0,0,NA,56.70750046,807.75,49.99000168,0.742500007,16.25,0,-366.75,-6.117499828,5,0,3.333333254,0,0,344.4833374,112.3333359,32,166.3333282,152.6666718,5,0,5.666666508,20,1,1,2,1,550,50,52,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,29.98999023,0
7645,7645,1025157,0,0,NA,30.26000023,96.75,29.98999977,0,0,0,21.25,-0.270000011,4.666666508,0,5.333333492,0,0,1.809999943,1,0,26.66666603,7.333333492,4.666666508,0,0,20,1,1,1,1,612,54,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,1,0,0
7646,7646,1025158,0,0,NA,107.5425034,833.75,49.90999985,0.247500002,167,2.585000038,-195.75,-40.07249832,15.33333302,2.333333254,31.66666603,7.333333492,0,209.793335,43,29.33333397,174.3333282,85.33333588,17.66666603,0,2.333333254,24,3,2,2,2,156,46,50,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,6,0,0,59.98999023,0
7647,7647,1025159,0,0,NA,59.99000168,239.75,79.98999786,0,0,0,126.25,0,7.666666508,0.333333343,21.33333397,0,0.333333343,34.46666718,22,2.666666746,43,52,8,0,0.666666687,26,2,2,1,1,781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,9,0,1,0,0
7648,7648,1025160,0,0,NA,35.23749924,134.25,44.99000168,0.247500002,0,0,178.75,-0.247500002,1.333333373,0,5,0,0,1.779999971,1.333333373,0,18.66666603,3.333333254,1.333333373,0,0,26,1,1,1,1,781,40,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0
7649,7649,1025163,0,0,NA,35.46500015,240.25,39.99000168,0.495000005,12.5,0.319999993,-3.25,1.815000057,1,3.333333254,4.333333492,0,0.666666687,127.2900009,4,0.666666687,37.33333206,5.333333492,4.333333492,0,0,20,1,1,1,1,612,58,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,6,0,1,0,0
7650,7650,1025171,0,0,NA,37.52249908,204.5,44.61500168,0.247500002,0,0.159999996,-37.5,-1.542500019,2.333333254,2.666666746,5.666666508,0.333333343,0.666666687,18.98333359,7.666666508,1.333333373,38.66666794,15.33333302,5,0,0,22,1,1,1,1,674,32,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0
7651,7651,1025175,0,0,NA,37.52750015,111,29.98999977,1.237499952,18,0,32,-3.517499924,1,0,16.33333397,2,0,13.25333309,6.666666508,0,25.66666603,3,1,0,0,26,1,1,1,1,781,52,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0
7652,7652,1025177,0,0,NA,62.54499817,398,39.99000168,0.247500002,11.75,7.519999981,495,60.52500153,5.666666508,0.333333343,17,0,0,32.88666534,9.333333015,0,39.33333206,21,6.333333492,0,0.333333343,22,1,1,4,2,283,40,36,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,4,0,0,79.98999023,0
7653,7653,1025181,0,0,NA,50.45000076,418.75,50,0,0,0,-26.75,-0.449999988,25.33333397,0.333333343,15.66666698,0,0,64.26999664,38,1.666666627,96,74.66666412,25.66666603,0,0,20,1,1,1,1,612,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
7654,7654,1025188,0,0,NA,28.5,69,30,0,0,0,-29,0,0.333333343,0,3,0,0,9.683333397,1.333333373,1,7.666666508,13.66666698,0.333333343,0,0,26,5,3,2,2,454,26,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,9.989997864,0
7655,7655,1025189,0,0,NA,56.24499893,426.75,50.06999969,0,22,0,24.25,-13.00500011,15.66666698,0.666666687,25.33333397,15.66666698,0.333333343,153.1933289,21,13.66666698,95,73.33333588,16.33333397,0,2.333333254,24,2,2,1,1,720,20,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0
7656,7656,1025192,0,0,NA,152.2675018,1732.75,39.99000168,2.474999905,250.25,0.959999979,195.25,-57.19749832,44,5.666666508,229.6666718,5.333333492,1,364.5799866,82.66666412,45,257.6666565,433,49.66666794,0,6.666666508,26,2,1,4,2,78,40,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,79.98999023,1
7657,7657,1025194,0,0,NA,56.13000107,410.5,49.99000168,0,22.75,0,-47.5,-6.139999866,2.666666746,3.333333254,22.33333397,0,0,6.513333321,6.333333492,0.333333343,148,7.333333492,6,0,0.333333343,24,1,1,1,1,719,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
7658,7658,1025196,0,0,NA,94.40750122,1121,84.98999786,0,0.25,14.07999992,-105,-9.067500114,21.33333397,8,63.66666794,0.333333343,0,363.1733398,56.66666794,1,120,102.6666641,29.33333397,0,4,24,1,1,3,3,14,24,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,39.98999023,0
7659,7659,1025203,0,0,NA,25.25,33.75,22,0,0,0,-13.75,0,3.666666746,0,3,0,0,0,0,0,10.66666698,9,3.666666746,0,0,26,1,1,1,1,780,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7660,7660,1025204,0,0,NA,45.28749847,380,57.49000168,0,7.25,0.354999989,-199,-1.527500033,1,18,13.66666698,0,3.666666746,116.5133362,23,21.33333397,84,48.33333206,19,0,0.333333343,22,2,2,1,1,673,36,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7,0,1,0,0
7661,7661,1025208,0,0,NA,26.96999931,8.25,26.68000031,0,0,0,-8.25,-17.71999931,0,0,0.666666687,0.333333343,0,0.143333331,2.333333254,0.333333343,0,4,0,0,0,20,2,2,1,1,611,40,80,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0
7662,7662,1025210,0,0,NA,31.45499992,312.5,21.36750031,0,0,0,-312.5,-31.45499992,10,4.333333492,40.33333206,4.666666508,0.333333343,16.00666618,4,0,25,34.33333206,14.33333302,0,0,22,1,1,1,1,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
7663,7663,1025212,0,0,NA,50.56999969,377.5,46.97999954,0.247500002,21.75,0,160.5,23.26000023,3.666666746,0.666666687,39.33333206,0,0,114.8300018,29.33333397,3.666666746,102,85,4.333333492,0,2.333333254,24,1,1,3,2,209,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,29.98999023,1
7664,7664,1025215,0,0,NA,50.38499832,483,34.97999954,0,52.75,0,-110,-15.40499973,3.666666746,0.333333343,27,4.333333492,0.666666687,137.4433289,26.33333397,8.333333015,60,64.33333588,4,0,0.666666687,20,1,1,2,2,242,40,46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.989997864,0
7665,7665,1025216,0,0,NA,69.48999786,457.5,34.97999954,0,55.75,0,-111.5,-27.45999908,9.666666985,0.666666687,42.33333206,0,0,95.3133316,24.33333397,3,108,160.3333282,10.33333302,0,3.666666746,20,1,1,3,3,79,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,79.98999023,1
7666,7666,1025217,0,0,NA,56.40250015,1248,59.99000168,0,0.75,0,171,-0.172499999,15,21.33333397,31.33333397,12.66666698,0,31.55333328,11.66666698,0.333333343,65,114.6666641,36.33333206,0,4,20,2,1,2,2,171,48,44,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,29.98999023,0
7667,7667,1025218,0,0,NA,30.23749924,127,39.99000168,0.247500002,0,0,9,0.742500007,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,3,2,2,182,54,52,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,9,0,0,29.98999023,0
7668,7668,1025219,0,0,NA,78.73750305,1600.75,87.48999786,12.62250042,34.5,0,186.25,19.07250023,9,0.666666687,52.33333206,15.33333302,2.666666746,110.3733368,60.66666794,29.66666603,222,137,10,0,3.666666746,26,1,1,2,2,248,60,48,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,8,0,0,29.98999023,0
7669,7669,1025222,0,0,NA,53.31000137,290.75,49.99000168,0,13.25,2.777499914,262.25,9.350000381,8.333333015,0.666666687,19,0.333333343,0,109.9133301,83.33333588,22.66666603,74,102.3333359,9,0,0.666666687,24,1,1,3,3,31,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,129.9899902,0
7670,7670,1025224,0,0,NA,17.14500046,14.75,16.98999977,0,0,0,10.25,-0.155000001,0,0.666666687,3,0,0,0.689999998,2.333333254,0.666666687,5.333333492,2,0.666666687,0,0,20,1,1,1,1,611,64,58,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,6,0,1,0,0
7671,7671,1025225,0,0,NA,106.0899963,866.5,69.98999786,3.712500095,90.25,0.800000012,-44.5,-15.92000008,9,0,25.33333397,5.333333492,0,144.1033325,46,11.33333302,98.66666412,74.33333588,9,0,2,24,2,2,2,1,714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.98999023,0
7672,7672,1025229,0,0,NA,53.82500076,395,49.99000168,0,1.5,0,64,-0.584999979,2.333333254,0.333333343,12.66666698,0,0,129.3333282,41.33333206,23.66666603,92.33333588,63.66666794,2.666666746,0,2,26,2,2,1,1,780,52,50,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,5,0,1,0,0
7673,7673,1025230,0,0,NA,67.60749817,383,60.48500061,0,0,0,92,17.38249969,5,4.666666508,19.33333397,1,0,112.7300034,10.33333302,14.33333302,62,25.33333397,9.666666985,0,0,22,1,1,4,2,27,44,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,149.9899902,0
7674,7674,1025232,0,0,NA,43.13999939,459,39.99000168,0,9,0,58,1.049999952,1.333333373,1,32,0,0,3.25666666,4.333333492,0,23.33333397,27.66666603,2.333333254,0,0,24,1,1,1,1,719,66,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
7675,7675,1025239,0,0,NA,76.64499664,462.25,50,0,87.75,0.319999993,-160.25,-25.36499977,4,1,22.66666603,0,0,4.75666666,0,0,54.66666794,11.33333302,5,0,0,22,1,1,2,2,342,52,50,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,29.98999023,0
7676,7676,1025241,0,0,NA,169.0299988,2550,104.9899979,6.682499886,288,4.742499828,-256,11.52000046,24,4,132.6666718,3.666666746,0,680.7833252,66,45,361.6666565,255,28,0,8.333333015,24,1,1,6,2,275,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9.989997864,0
7677,7677,1025245,0,0,NA,73.13999939,1083.25,44.99000168,0,108,0,-119.25,-38.15000153,9,1.333333373,30,0.333333343,0.333333343,252.3399963,38.66666794,9,117,159,10.33333302,0,6.333333492,20,1,1,2,2,24,28,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,29.98999023,0
7678,7678,1025249,0,0,NA,113.4700012,1700.5,88.94750214,3.960000038,108.5,1.794999957,334.5,-23.59000015,38.33333206,0.333333343,58.66666794,18,0,259.2333374,106.6666641,34.33333206,432.3333435,355.6666565,38.66666794,0,0,20,1,1,2,2,121,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29.98999023,1
7679,7679,1025251,0,0,NA,84.00499725,906.5,59.99000168,0,58.75,0.194999993,725.5,13.58500004,23,11,48,0,0,191.7133331,73.66666412,33.33333206,161.3333282,85.33333588,34,0,2.666666746,20,2,2,5,3,33,26,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,3,0,0,99.98999023,1
7680,7680,1025252,0,0,NA,30.59000015,108.75,29.98999977,0,1.5,0,-62.75,-0.600000024,0,0.666666687,3.333333254,0,0,18.39999962,5,0.666666687,32.33333206,7.666666508,0.666666687,0,0,26,1,1,2,2,598,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.98999023,0
7681,7681,1025255,0,0,NA,79.80999756,655.25,50,0.247500002,104.75,0,-43.25,-10.10999966,6.333333492,42.33333206,35.33333206,1.333333373,1,204.2466736,17,2.666666746,130.3333282,77.66666412,48.66666794,0,2,20,1,1,1,1,611,32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,5,0,1,0,0
7682,7682,1025257,0,0,NA,30.98999977,178,30,0.99000001,0,0,-33,-0.99000001,6.666666508,3.333333254,46,4.333333492,0,35.81000137,1,1.333333373,89.66666412,32,10,0,0.666666687,22,1,1,1,1,673,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
7683,7683,1025262,0,0,NA,64.05249786,351,40.90499878,2.227499962,22.5,0,-7,-21.54249954,10,2,32.33333206,3.333333254,0,55.45000076,56.66666794,13.66666698,107.3333359,69,12,0,0,24,1,1,4,4,5,26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,59.98999023,0
7684,7684,1025267,0,0,NA,33.74750137,328,30,0,3,2.412499905,8,5.902500153,0.666666687,9,21.33333397,4.333333492,0,40.04000092,6.666666508,0,67.33333588,32,9.666666985,0,1,20,2,1,2,2,600,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,3,0,0,9.989997864,0
7685,7685,1025268,0,0,NA,29.82999992,6.75,34.83000183,0,0,0,-4.75,20.15999985,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,2,1,393,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,29.98999023,0
7686,7686,1025272,0,0,NA,74.52249908,546.25,74.83000183,0.495000005,0,6.15749979,-43.25,-22.37249947,2.333333254,0.333333343,41,3.333333254,0,37.89333344,10.33333302,2.333333254,27,43.66666794,2.666666746,0,0.333333343,24,2,2,2,2,350,34,56,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,59.98999023,0
7687,7687,1025274,0,0,NA,64.69499969,270.75,52.65750122,0,45.5,0,9.25,-11.45499992,9.666666985,0,7.666666508,0,0.666666687,48.97999954,10.33333302,0,117,38,9.666666985,0,0,20,1,1,1,1,611,34,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0
7688,7688,1025278,0,0,NA,151.4524994,1246.25,78.94750214,0.742500007,238.75,0,-645.25,-75.47250366,19.33333397,1,49.66666794,2.666666746,0.666666687,353.7033386,69,12,237.3333282,192,20.33333397,0,10,20,1,1,4,3,77,44,20,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,129.9899902,0
7689,7689,1025280,0,0,NA,53.70000076,369.5,50,0,0,0,64.5,-0.449999988,4,1,16.33333397,0,0,9.843333244,2,0.333333343,65.66666412,21.66666603,5,0,0,20,1,1,1,1,610,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7690,7690,1025281,0,0,NA,36.79249954,227,43.17750168,0.495000005,0,0,3,-5.332499981,1.666666627,3,18.66666603,2.666666746,0,48.43999863,7,6,72,20,4.666666508,0,1,24,3,3,3,2,295,32,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,99.98999023,0
7691,7691,1025290,0,0,NA,104.1399994,136.5,99.98999786,0,0,0,-33.5,-0.899999976,2.333333254,0.333333343,7.333333492,0,0,55.43999863,6,0.666666687,44.66666794,20.33333397,2.666666746,0,0.333333343,20,1,1,1,1,610,28,26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,6,1,1,0,0
7692,7692,1025292,0,0,NA,16.05249977,95.5,7.5,0,50.25,0.939999998,-62.5,-6.902500153,0.666666687,0,1.666666627,0,0,0,0.666666687,0,4,3.333333254,0.666666687,0,0,22,3,3,1,1,672,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7693,7693,1025295,0,0,NA,101.7600021,868.75,69.98999786,2.970000029,97,0,321.25,62.59000015,7,0.666666687,64,0,0.666666687,192.4299927,124,59,189,185.3333282,7.666666508,0,0.666666687,22,2,2,2,2,311,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.98999023,0
7694,7694,1025307,0,0,NA,116.1650009,1430.25,84.98999786,0,81.75,0,494.75,69.57499695,8.666666985,15,22,1,0,33.7733345,35,1,305.3333435,139.6666718,23.66666603,2.333333254,0.333333343,22,1,1,4,3,123,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,149.9899902,0
7695,7695,1025309,0,0,NA,62.36500168,969.75,44.99000168,0,52.25,0,-235.75,-12.32499981,64.33333588,0,7,1.333333373,0,230.4966736,99,23,145,240.6666718,64.33333588,0,8.666666985,20,1,1,3,2,102,48,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,29.98999023,0
